['results100', (0.8034682080924855, 0.8634361233480177), (0.7341040462427746, 0.8590308370044053), (0.6589595375722543, 0.8502202643171806), (0.6416184971098265, 0.8458149779735683), (0.6127167630057804, 0.8458149779735683), (0.5953757225433526, 0.8414096916299559), (0.5780346820809249, 0.8414096916299559), (0.5433526011560693, 0.8281938325991189), (0.49710982658959535, 0.8149779735682819), (0.4682080924855491, 0.8149779735682819), (0.43352601156069365, 0.8061674008810573), (0.42196531791907516, 0.801762114537445), (0.4046242774566474, 0.788546255506608), (0.3988439306358382, 0.775330396475771), (0.3930635838150289, 0.762114537444934), (0.37572254335260113, 0.7577092511013216)]
['results500', (0.2490272373540856, 1.2867132867132867), (0.22568093385214008, 1.2727272727272727), (0.19455252918287938, 1.2237762237762237), (0.16731517509727625, 1.1958041958041958), (0.14785992217898833, 1.1748251748251748), (0.13618677042801555, 1.1608391608391608), (0.11673151750972763, 1.1608391608391608), (0.11284046692607004, 1.1538461538461537), (0.10505836575875487, 1.1118881118881119), (0.09727626459143969, 1.0909090909090908), (0.09727626459143969, 1.055944055944056), (0.08560311284046693, 1.055944055944056), (0.08560311284046693, 1.034965034965035), (0.08171206225680934, 1.006993006993007), (0.07782101167315175, 0.993006993006993), (0.07003891050583658, 0.9790209790209791)]
['results1000', (0.21621621621621623, 1.3049645390070923), (0.18146718146718147, 1.2340425531914894), (0.14671814671814673, 1.1914893617021276), (0.13513513513513514, 1.1560283687943262), (0.11196911196911197, 1.1205673758865249), (0.10038610038610038, 1.1063829787234043), (0.0888030888030888, 1.0780141843971631), (0.07722007722007722, 1.0283687943262412), (0.07335907335907337, 1.0141843971631206), (0.06563706563706563, 1.0070921985815602), (0.06563706563706563, 1.0070921985815602), (0.06563706563706563, 1.0), (0.06563706563706563, 0.9929078014184397), (0.05791505791505792, 0.9716312056737588), (0.05405405405405406, 0.9645390070921985), (0.05019305019305019, 0.9432624113475178)]
['results1500', (0.2518518518518518, 1.3923076923076922), (0.18518518518518517, 1.323076923076923), (0.14074074074074075, 1.2923076923076924), (0.12962962962962962, 1.2692307692307692), (0.1111111111111111, 1.2461538461538462), (0.09259259259259259, 1.2230769230769232), (0.08518518518518518, 1.1923076923076923), (0.07777777777777778, 1.1692307692307693), (0.07407407407407407, 1.146153846153846), (0.06666666666666667, 1.1076923076923078), (0.05925925925925926, 1.0692307692307692), (0.05555555555555555, 1.0461538461538462), (0.05185185185185185, 1.023076923076923), (0.04814814814814815, 1.0), (0.044444444444444446, 0.9769230769230769), (0.044444444444444446, 0.9769230769230769)]
